Gene stable ID	Gene name
ENSG00000273936	TNFRSF14
ENSG00000291363	MUC5AC
ENSG00000102738	MRPS31
ENSG00000185551	NR2F2
ENSG00000102804	TSC22D1
ENSG00000162444	RBP7
ENSG00000147155	EBP
ENSG00000288318	PALM3
ENSG00000158125	XDH
ENSG00000183098	GPC6
ENSG00000288239	C19orf67
ENSG00000176697	BDNF
ENSG00000104490	NCALD
ENSG00000239900	ADSL
ENSG00000112175	BMP5
ENSG00000006210	CX3CL1
ENSG00000282958	HNRNPR
ENSG00000101605	MYOM1
ENSG00000283060	ID3
ENSG00000227640	SOX21-AS1
ENSG00000125285	SOX21
ENSG00000104537	ANXA13
ENSG00000125257	ABCC4
ENSG00000173227	SYT12
ENSG00000161638	ITGA5
ENSG00000206538	VGLL3
ENSG00000138653	NDST4
ENSG00000184254	ALDH1A3
ENSG00000198729	PPP1R14C
ENSG00000115380	EFEMP1
ENSG00000188107	EYS
ENSG00000139926	FRMD6
ENSG00000167779	IGFBP6
ENSG00000121039	RDH10
ENSG00000137135	ARHGEF39
ENSG00000102978	POLR2C
ENSG00000284944	MED18
ENSG00000285069	SESN2
ENSG00000172867	KRT2
ENSG00000114541	FRMD4B
ENSG00000198467	TPM2
ENSG00000166477	LEO1
ENSG00000197134	ZNF257
ENSG00000164100	NDST3
ENSG00000139644	TMBIM6
ENSG00000134873	CLDN10
ENSG00000034677	RNF19A
ENSG00000150961	SEC24D
ENSG00000100867	DHRS2
ENSG00000154102	C16orf74
ENSG00000176890	TYMS
ENSG00000119655	NPC2
ENSG00000166446	CDYL2
ENSG00000102580	DNAJC3
ENSG00000169403	PTAFR
ENSG00000131746	TNS4
ENSG00000188910	GJB3
ENSG00000185825	BCAP31
ENSG00000281484	BTG3
ENSG00000100603	SNW1
ENSG00000164109	MAD2L1
ENSG00000138029	HADHB
ENSG00000154473	BUB3
ENSG00000262156	APOBEC3A
ENSG00000281289	LSS
ENSG00000274679	SPATC1L
ENSG00000138814	PPP3CA
ENSG00000139656	SMIM2
ENSG00000166012	TAF1D
ENSG00000176769	TCERG1L
ENSG00000129595	EPB41L4A
ENSG00000142627	EPHA2
ENSG00000140259	MFAP1
ENSG00000105825	TFPI2
ENSG00000171843	MLLT3
ENSG00000184697	CLDN6
ENSG00000196109	ZNF676
ENSG00000131652	THOC6
ENSG00000277209	RPPH1
ENSG00000167232	ZNF91
ENSG00000129566	TEP1
ENSG00000186529	CYP4F3
ENSG00000113522	RAD50
ENSG00000171055	FEZ2
ENSG00000278695	GSTT2B
ENSG00000141753	IGFBP4
ENSG00000028137	TNFRSF1B
ENSG00000151012	SLC7A11
ENSG00000148700	ADD3
ENSG00000198910	L1CAM
ENSG00000166025	AMOTL1
ENSG00000280962	DUSP16
ENSG00000133639	BTG1
ENSG00000111605	CPSF6
ENSG00000138079	SLC3A1
ENSG00000103769	RAB11A
ENSG00000240476	LINC00973
ENSG00000291420	ACTG1
ENSG00000133640	LRRIQ1
ENSG00000277443	MARCKS
ENSG00000178301	AQP11
ENSG00000153233	PTPRR
ENSG00000105852	PON3
ENSG00000292096	HAT1
ENSG00000146072	TNFRSF21
ENSG00000292102	DYNC1I2
ENSG00000113369	ARRDC3
ENSG00000106366	SERPINE1
ENSG00000196975	ANXA4
ENSG00000137090	DMRT1
ENSG00000100823	APEX1
ENSG00000288512	C1R
ENSG00000133101	CCNA1
ENSG00000056558	TRAF1
ENSG00000113368	LMNB1
ENSG00000277909	SPC25
ENSG00000275326	NOSTRIN
ENSG00000155827	RNF20
ENSG00000145358	DDIT4L
ENSG00000136881	BAAT
ENSG00000189280	GJB5
ENSG00000124098	FAM210B
ENSG00000126249	PDCD2L
ENSG00000126368	NR1D1
ENSG00000126945	HNRNPH2
ENSG00000087586	AURKA
ENSG00000108651	UTP6
ENSG00000156970	BUB1B
ENSG00000124302	CHST8
ENSG00000273274	ZBTB8B
ENSG00000009709	PAX7
ENSG00000138769	CDKL2
ENSG00000130821	SLC6A8
ENSG00000138639	ARHGAP24
ENSG00000123545	NDUFAF4
ENSG00000126602	TRAP1
ENSG00000161249	DMKN
ENSG00000111817	DSE
ENSG00000254081	LINC01299
ENSG00000070669	ASNS
ENSG00000276219	ZNF676
ENSG00000117215	PLA2G2D
ENSG00000044012	GUCA2B
ENSG00000067798	NAV3
ENSG00000164902	PHAX
ENSG00000058729	RIOK2
ENSG00000126067	PSMB2
ENSG00000065621	GSTO2
ENSG00000114021	NIT2
ENSG00000108846	ABCC3
ENSG00000068985	PAGE1
ENSG00000054118	THRAP3
ENSG00000283391	EEF1B2
ENSG00000112378	PERP
ENSG00000242265	PEG10
ENSG00000135249	RINT1
ENSG00000113361	CDH6
ENSG00000070190	DAPP1
ENSG00000101138	CSTF1
ENSG00000131016	AKAP12
ENSG00000092201	SUPT16H
ENSG00000154529	CNTNAP3B
ENSG00000171813	PWWP2B
ENSG00000112742	TTK
ENSG00000138650	PCDH10
ENSG00000154678	PDE1C
ENSG00000158315	RHBDL2
ENSG00000123562	MORF4L2
ENSG00000147592	LACTB2
ENSG00000214274	ANG
ENSG00000292149	TCF7L1
ENSG00000292155	RETSAT
ENSG00000067167	TRAM1
ENSG00000167656	LY6D
ENSG00000180318	ALX1
ENSG00000122861	PLAU
ENSG00000279643	TAMM41
ENSG00000262246	CORO7
ENSG00000173156	RHOD
ENSG00000112306	RPS12
ENSG00000171310	CHST11
ENSG00000153721	CNKSR3
ENSG00000148677	ANKRD1
ENSG00000124201	ZNFX1
ENSG00000092853	CLSPN
ENSG00000185215	TNFAIP2
ENSG00000177410	ZFAS1
ENSG00000165959	CLMN
ENSG00000170017	ALCAM
ENSG00000173418	NAA20
ENSG00000123892	RAB38
ENSG00000069482	GAL
ENSG00000050438	SLC4A8
ENSG00000213626	LBH
ENSG00000184788	SATL1
ENSG00000112972	HMGCS1
ENSG00000249992	TMEM158
ENSG00000134697	GNL2
ENSG00000135218	CD36
ENSG00000132669	RIN2
ENSG00000131711	MAP1B
ENSG00000115363	EVA1A
ENSG00000180592	SKIDA1
ENSG00000088833	NSFL1C
ENSG00000280641	CDH4
ENSG00000035403	VCL
ENSG00000138764	CCNG2
ENSG00000198919	DZIP3
ENSG00000169213	RAB3B
ENSG00000115946	PNO1
ENSG00000262473	GART
ENSG00000176788	BASP1
ENSG00000157111	TMEM171
ENSG00000184949	FAM227A
ENSG00000273954	LINC01194
ENSG00000180155	LYNX1
ENSG00000077684	JADE1
ENSG00000170290	SLN
ENSG00000124228	DDX27
ENSG00000011260	UTP18
ENSG00000147604	RPL7
ENSG00000156298	TSPAN7
ENSG00000277273	CDK7
ENSG00000214402	LCNL1
ENSG00000279247	AK6
ENSG00000163814	CDCP1
ENSG00000281296	LL22NC03-63E9.3
ENSG00000169583	CLIC3
ENSG00000275013	PRAME
ENSG00000175938	ORAI3
ENSG00000136986	DERL1
ENSG00000101224	CDC25B
ENSG00000099377	HSD3B7
ENSG00000173114	LRRN3
ENSG00000186193	SAPCD2
ENSG00000127920	GNG11
ENSG00000275079	LPCAT1
ENSG00000075223	SEMA3C
ENSG00000281736	LINC01511
ENSG00000103496	STX4
ENSG00000158164	TMSB15A
ENSG00000146469	VIP
ENSG00000176058	TPRN
ENSG00000188229	TUBB4B
ENSG00000135269	TES
ENSG00000116016	EPAS1
ENSG00000164796	CSMD3
ENSG00000170373	CST1
